Level	Subject	Lemma	ZH	Definition	Example
P2	math	gram	克	A word used in math problems: gram.	{'en': "I can use 'gram' in my answer.", 'zh': '我可以在答案里用“克”。'}
P2	math	height	高度	A word used in math problems: height.	{'en': "I can use 'height' in my answer.", 'zh': '我可以在答案里用“高度”。'}
P2	math	hour	小时	A word used in math problems: hour.	{'en': "I can use 'hour' in my answer.", 'zh': '我可以在答案里用“小时”。'}
P2	math	how many are left	还剩多少	A useful phrase: how many are left.	{'en': 'Question: how many are left?', 'zh': '问题：还剩多少？'}
P2	math	how much less	少多少	A useful phrase: how much less.	{'en': 'Question: how much less?', 'zh': '问题：少多少？'}
P2	math	how much longer	多多少	A useful phrase: how much longer.	{'en': 'Question: how much longer?', 'zh': '问题：多多少？'}
P2	math	how much more	多多少	A useful phrase: how much more.	{'en': 'Question: how much more?', 'zh': '问题：多多少？'}
P2	math	hundreds	百位	A word used in math problems: hundreds.	{'en': "I can use 'hundreds' in my answer.", 'zh': '我可以在答案里用“百位”。'}
P2	math	hundredths	百分位	A word used in math problems: hundredths.	{'en': "I can use 'hundredths' in my answer.", 'zh': '我可以在答案里用“百分位”。'}
P2	math	in ascending order	按升序	A useful phrase: in ascending order.	{'en': 'Question: in ascending order?', 'zh': '问题：按升序？'}
P2	math	in descending order	按降序	A useful phrase: in descending order.	{'en': 'Question: in descending order?', 'zh': '问题：按降序？'}
P2	math	in total	总共	A useful phrase: in total.	{'en': 'Question: in total?', 'zh': '问题：总共？'}
P2	math	kilogram	千克	A word used in math problems: kilogram.	{'en': "I can use 'kilogram' in my answer.", 'zh': '我可以在答案里用“千克”。'}
P2	math	kilometre	公里	A word used in math problems: kilometre.	{'en': "I can use 'kilometre' in my answer.", 'zh': '我可以在答案里用“公里”。'}
P2	math	left over	剩下的	A useful phrase: left over.	{'en': 'Question: left over?', 'zh': '问题：剩下的？'}
P2	math	length	长度	A word used in math problems: length.	{'en': "I can use 'length' in my answer.", 'zh': '我可以在答案里用“长度”。'}
P2	math	less than	少于	A useful phrase: less than.	{'en': 'Question: less than?', 'zh': '问题：少于？'}
P2	math	litre	升	A word used in math problems: litre.	{'en': "I can use 'litre' in my answer.", 'zh': '我可以在答案里用“升”。'}
P2	math	mass	质量	A word used in math problems: mass.	{'en': "I can use 'mass' in my answer.", 'zh': '我可以在答案里用“质量”。'}
P2	math	metre	米	A word used in math problems: metre.	{'en': "I can use 'metre' in my answer.", 'zh': '我可以在答案里用“米”。'}
P2	math	millilitre	毫升	A word used in math problems: millilitre.	{'en': "I can use 'millilitre' in my answer.", 'zh': '我可以在答案里用“毫升”。'}
P2	math	millimetre	毫米	A word used in math problems: millimetre.	{'en': "I can use 'millimetre' in my answer.", 'zh': '我可以在答案里用“毫米”。'}
P2	math	minute	分钟	A word used in math problems: minute.	{'en': "I can use 'minute' in my answer.", 'zh': '我可以在答案里用“分钟”。'}
P2	math	model	模型图	A word used in math problems: model.	{'en': "I can use 'model' in my answer.", 'zh': '我可以在答案里用“模型图”。'}
P2	math	money	钱	A word used in math problems: money.	{'en': "I can use 'money' in my answer.", 'zh': '我可以在答案里用“钱”。'}
P2	math	month	月	A word used in math problems: month.	{'en': "I can use 'month' in my answer.", 'zh': '我可以在答案里用“月”。'}
P2	math	more than	多于	A useful phrase: more than.	{'en': 'Question: more than?', 'zh': '问题：多于？'}
P2	math	multiple	倍数	A word used in math problems: multiple.	{'en': "I can use 'multiple' in my answer.", 'zh': '我可以在答案里用“倍数”。'}
P2	math	multiply	相乘	A word used in math problems: multiply.	{'en': "I can use 'multiply' in my answer.", 'zh': '我可以在答案里用“相乘”。'}
P2	math	nearest	最接近的	A word used in math problems: nearest.	{'en': "I can use 'nearest' in my answer.", 'zh': '我可以在答案里用“最接近的”。'}
P2	math	note	纸币	A word used in math problems: note.	{'en': "I can use 'note' in my answer.", 'zh': '我可以在答案里用“纸币”。'}
P2	math	number of packs	几包	A useful phrase: number of packs.	{'en': 'Question: number of packs?', 'zh': '问题：几包？'}
P2	math	numerator	分子	A word used in math problems: numerator.	{'en': "I can use 'numerator' in my answer.", 'zh': '我可以在答案里用“分子”。'}
P2	math	odd	奇数	A word used in math problems: odd.	{'en': "I can use 'odd' in my answer.", 'zh': '我可以在答案里用“奇数”。'}
P2	math	ones	个位	A word used in math problems: ones.	{'en': "I can use 'ones' in my answer.", 'zh': '我可以在答案里用“个位”。'}
P2	math	pack of 4	4个一包	A useful phrase: pack of 4.	{'en': 'Question: pack of 4?', 'zh': '问题：4个一包？'}
P2	math	pattern	规律	A word used in math problems: pattern.	{'en': "I can use 'pattern' in my answer.", 'zh': '我可以在答案里用“规律”。'}
P2	math	per day	每天	A useful phrase: per day.	{'en': 'Question: per day?', 'zh': '问题：每天？'}
P2	math	per month	每月	Phrase: per month	{'en': "Use the phrase 'per month' in a sentence.", 'zh': '在句子里用“每月”。'}
P2	math	per week	每周	Phrase: per week	{'en': "Use the phrase 'per week' in a sentence.", 'zh': '在句子里用“每周”。'}
P2	math	perimeter	周长	A word used in math problems: perimeter.	{'en': "I can use 'perimeter' in my answer.", 'zh': '我可以在答案里用“周长”。'}
P2	math	pictograph	象形图	A word used in math problems: pictograph.	{'en': "I can use 'pictograph' in my answer.", 'zh': '我可以在答案里用“象形图”。'}
P2	math	place value	数位	A word used in math problems: place value.	{'en': "We use the phrase 'place value' in a question.", 'zh': '我们在问题里会用到短语“数位”。'}
P2	math	place-value	（可查词典）	A word used in math problems: place-value.	{'en': "I can use 'place-value' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	math	price	价格	A word used in math problems: price.	{'en': "I can use 'price' in my answer.", 'zh': '我可以在答案里用“价格”。'}
P2	math	prime	质数	A word used in math problems: prime.	{'en': "I can use 'prime' in my answer.", 'zh': '我可以在答案里用“质数”。'}
P2	math	product	乘积	A word used in math problems: product.	{'en': "I can use 'product' in my answer.", 'zh': '我可以在答案里用“乘积”。'}
P2	math	put in order	按顺序排列	A useful phrase: put in order.	{'en': 'Question: put in order?', 'zh': '问题：按顺序排列？'}
P2	math	quotient	商	A word used in math problems: quotient.	{'en': "I can use 'quotient' in my answer.", 'zh': '我可以在答案里用“商”。'}
P2	math	radius	半径	A word used in math problems: radius.	{'en': "I can use 'radius' in my answer.", 'zh': '我可以在答案里用“半径”。'}
P2	math	read the question	读题	Phrase: read the question	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -13	读题	Phrase: read the question -13	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -15	读题	Phrase: read the question -15	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -17	读题	Phrase: read the question -17	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -21	读题	Phrase: read the question -21	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -27	读题	Phrase: read the question -27	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -35	读题	Phrase: read the question -35	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -37	读题	Phrase: read the question -37	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question -8	读题	Phrase: read the question -8	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	read the question 4	读题	Phrase: read the question 4	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	math	reason	理由	A word used in math problems: reason.	{'en': "I can use 'reason' in my answer.", 'zh': '我可以在答案里用“理由”。'}
P2	math	rectangle	长方形	A word used in math problems: rectangle.	{'en': "I can use 'rectangle' in my answer.", 'zh': '我可以在答案里用“长方形”。'}
P2	math	remainder	余数	A word used in math problems: remainder.	{'en': "I can use 'remainder' in my answer.", 'zh': '我可以在答案里用“余数”。'}
P2	math	round	四舍五入	A word used in math problems: round.	{'en': "I can use 'round' in my answer.", 'zh': '我可以在答案里用“四舍五入”。'}
P2	math	round off	四舍五入	Phrase: round off	{'en': "Use the phrase 'round off' in a sentence.", 'zh': '在句子里用“四舍五入”。'}
P2	math	round to the nearest	四舍五入到最近的	A useful phrase: round to the nearest.	{'en': 'Question: round to the nearest?', 'zh': '问题：四舍五入到最近的？'}
P2	math	same number of	相同数量的	A useful phrase: same number of.	{'en': 'Question: same number of?', 'zh': '问题：相同数量的？'}
P2	math	sell	卖	A word used in math problems: sell.	{'en': "I can use 'sell' in my answer.", 'zh': '我可以在答案里用“卖”。'}
P2	math	share equally	平均分	A useful phrase: share equally.	{'en': 'Question: share equally?', 'zh': '问题：平均分？'}
P2	math	show your steps	写步骤	Phrase: show your steps	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -1	写步骤	Phrase: show your steps -1	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -18	写步骤	Phrase: show your steps -18	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -20	写步骤	Phrase: show your steps -20	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -25	写步骤	Phrase: show your steps -25	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -33	写步骤	Phrase: show your steps -33	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -36	写步骤	Phrase: show your steps -36	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps -7	写步骤	Phrase: show your steps -7	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your steps 5	写步骤	Phrase: show your steps 5	{'en': 'Remember to show your steps.', 'zh': '记得写步骤。'}
P2	math	show your working	写出过程	A useful phrase: show your working.	{'en': 'Question: show your working?', 'zh': '问题：写出过程？'}
P2	math	solve step by step	一步步解题	A useful phrase: solve step by step.	{'en': 'Question: solve step by step?', 'zh': '问题：一步步解题？'}
P2	math	square	正方形	A word used in math problems: square.	{'en': "I can use 'square' in my answer.", 'zh': '我可以在答案里用“正方形”。'}
P2	math	step	步骤	A word used in math problems: step.	{'en': "I can use 'step' in my answer.", 'zh': '我可以在答案里用“步骤”。'}
P2	math	strategy	策略	A word used in math problems: strategy.	{'en': "I can use 'strategy' in my answer.", 'zh': '我可以在答案里用“策略”。'}
P2	math	subtract	相减	A word used in math problems: subtract.	{'en': "I can use 'subtract' in my answer.", 'zh': '我可以在答案里用“相减”。'}
P2	math	sum	总和	A word used in math problems: sum.	{'en': "I can use 'sum' in my answer.", 'zh': '我可以在答案里用“总和”。'}
P2	math	table	表格	A word used in math problems: table.	{'en': "I can use 'table' in my answer.", 'zh': '我可以在答案里用“表格”。'}
P2	math	take the rest	拿走剩下的	A useful phrase: take the rest.	{'en': 'Question: take the rest?', 'zh': '问题：拿走剩下的？'}
P2	math	temperature	温度	A word used in math problems: temperature.	{'en': "I can use 'temperature' in my answer.", 'zh': '我可以在答案里用“温度”。'}
P2	math	tens	十位	A word used in math problems: tens.	{'en': "I can use 'tens' in my answer.", 'zh': '我可以在答案里用“十位”。'}
P2	math	tenths	十分位	A word used in math problems: tenths.	{'en': "I can use 'tenths' in my answer.", 'zh': '我可以在答案里用“十分位”。'}
P2	math	thousands	千位	A word used in math problems: thousands.	{'en': "I can use 'thousands' in my answer.", 'zh': '我可以在答案里用“千位”。'}
P2	math	time	时间	A word used in math problems: time.	{'en': "I can use 'time' in my answer.", 'zh': '我可以在答案里用“时间”。'}
P2	math	times as many as	是…的几倍	A useful phrase: times as many as.	{'en': 'Question: times as many as?', 'zh': '问题：是…的几倍？'}
P2	math	total	总数	A word used in math problems: total.	{'en': "I can use 'total' in my answer.", 'zh': '我可以在答案里用“总数”。'}
P2	math	total number of	…的总数	A useful phrase: total number of.	{'en': 'Question: total number of?', 'zh': '问题：…的总数？'}
P2	math	triangle	三角形	A word used in math problems: triangle.	{'en': "I can use 'triangle' in my answer.", 'zh': '我可以在答案里用“三角形”。'}
P2	math	unit	单位	A word used in math problems: unit.	{'en': "I can use 'unit' in my answer.", 'zh': '我可以在答案里用“单位”。'}
P2	math	use a bar model	用条形图	A useful phrase: use a bar model.	{'en': 'Question: use a bar model?', 'zh': '问题：用条形图？'}
P2	math	volume	体积	A word used in math problems: volume.	{'en': "I can use 'volume' in my answer.", 'zh': '我可以在答案里用“体积”。'}
P2	math	walking around the market	在市场里走着卖	A useful phrase: walking around the market.	{'en': 'Question: walking around the market?', 'zh': '问题：在市场里走着卖？'}
P2	math	week	周	A word used in math problems: week.	{'en': "I can use 'week' in my answer.", 'zh': '我可以在答案里用“周”。'}
P2	math	width	宽度	A word used in math problems: width.	{'en': "I can use 'width' in my answer.", 'zh': '我可以在答案里用“宽度”。'}
P2	math	word problem	应用题	A word used in math problems: word problem.	{'en': "We use the phrase 'word problem' in a question.", 'zh': '我们在问题里会用到短语“应用题”。'}
P2	math	word-problem	（可查词典）	A word used in math problems: word-problem.	{'en': "I can use 'word-problem' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	math	work it out	算一算	Phrase: work it out	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	math	work it out -19	算一算	Phrase: work it out -19	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	math	work it out -23	算一算	Phrase: work it out -23	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	math	work it out -30	算一算	Phrase: work it out -30	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	math	work it out -39	算一算	Phrase: work it out -39	{'en': 'Remember to work it out.', 'zh': '记得算一算。'}
P2	math	work out	算出	A useful phrase: work out.	{'en': 'Question: work out?', 'zh': '问题：算出？'}
P2	math	working	过程	A word used in math problems: working.	{'en': "I can use 'working' in my answer.", 'zh': '我可以在答案里用“过程”。'}
P2	math	write in metres	写成米	A useful phrase: write in metres.	{'en': 'Question: write in metres?', 'zh': '问题：写成米？'}
P2	math	year	年	A word used in math problems: year.	{'en': "I can use 'year' in my answer.", 'zh': '我可以在答案里用“年”。'}
P2	science	absorb	吸收	A science word: absorb.	{'en': "I can use 'absorb' in my answer.", 'zh': '我可以在答案里用“吸收”。'}
P2	science	absorb water	吸水	A useful phrase: absorb water.	{'en': 'Question: absorb water?', 'zh': '问题：吸水？'}
P2	science	adult	成体	A science word: adult.	{'en': "I can use 'adult' in my answer.", 'zh': '我可以在答案里用“成体”。'}
P2	science	air	空气	A science word: air.	{'en': "I can use 'air' in my answer.", 'zh': '我可以在答案里用“空气”。'}
P2	science	animal	动物	A science word: animal.	{'en': "I can use 'animal' in my answer.", 'zh': '我可以在答案里用“动物”。'}
P2	science	bacteria	细菌	A science word: bacteria.	{'en': "I can use 'bacteria' in my answer.", 'zh': '我可以在答案里用“细菌”。'}
P2	science	ceramic	陶瓷	A science word: ceramic.	{'en': "I can use 'ceramic' in my answer.", 'zh': '我可以在答案里用“陶瓷”。'}
P2	science	characteristic	特征	A science word: characteristic.	{'en': "I can use 'characteristic' in my answer.", 'zh': '我可以在答案里用“特征”。'}
P2	science	characteristics of	…的特征	A useful phrase: characteristics of.	{'en': 'Question: characteristics of?', 'zh': '问题：…的特征？'}
P2	science	check your answer	检查答案	Phrase: check your answer	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -21	检查答案	Phrase: check your answer -21	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -23	检查答案	Phrase: check your answer -23	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -25	检查答案	Phrase: check your answer -25	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -27	检查答案	Phrase: check your answer -27	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -5	检查答案	Phrase: check your answer -5	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	check your answer -7	检查答案	Phrase: check your answer -7	{'en': 'Remember to check your answer.', 'zh': '记得检查答案。'}
P2	science	circle the keywords	圈关键词	Phrase: circle the keywords	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -16	圈关键词	Phrase: circle the keywords -16	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -20	圈关键词	Phrase: circle the keywords -20	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -24	圈关键词	Phrase: circle the keywords -24	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -32	圈关键词	Phrase: circle the keywords -32	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -4	圈关键词	Phrase: circle the keywords -4	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -6	圈关键词	Phrase: circle the keywords -6	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords -9	圈关键词	Phrase: circle the keywords -9	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords 1	圈关键词	Phrase: circle the keywords 1	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords 2	圈关键词	Phrase: circle the keywords 2	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	circle the keywords 3	圈关键词	Phrase: circle the keywords 3	{'en': 'Remember to circle the keywords.', 'zh': '记得圈关键词。'}
P2	science	classify	分类	A science word: classify.	{'en': "I can use 'classify' in my answer.", 'zh': '我可以在答案里用“分类”。'}
P2	science	classify into groups	分类成组	A useful phrase: classify into groups.	{'en': 'Question: classify into groups?', 'zh': '问题：分类成组？'}
P2	science	clay	黏土	A science word: clay.	{'en': "I can use 'clay' in my answer.", 'zh': '我可以在答案里用“黏土”。'}
P2	science	cold-blooded	变温	A useful phrase: cold-blooded.	{'en': 'Question: cold-blooded?', 'zh': '问题：变温？'}
P2	science	compare	比较	A science word: compare.	{'en': "I can use 'compare' in my answer.", 'zh': '我可以在答案里用“比较”。'}
P2	science	conclusion	结论	A useful phrase: conclusion.	{'en': 'Question: conclusion?', 'zh': '问题：结论？'}
P2	science	conduct electricity	导电	A useful phrase: conduct electricity.	{'en': 'Question: conduct electricity?', 'zh': '问题：导电？'}
P2	science	do not absorb	不吸收	Phrase: do not absorb	{'en': "Use the phrase 'do not absorb' in a sentence.", 'zh': '在句子里用“不吸收”。'}
P2	science	egg	卵	A science word: egg.	{'en': "I can use 'egg' in my answer.", 'zh': '我可以在答案里用“卵”。'}
P2	science	electric	（可查词典）	A science word: electric.	{'en': "I can use 'electric' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	environment	环境	A science word: environment.	{'en': "I can use 'environment' in my answer.", 'zh': '我可以在答案里用“环境”。'}
P2	science	experiment	实验	A science word: experiment.	{'en': "I can use 'experiment' in my answer.", 'zh': '我可以在答案里用“实验”。'}
P2	science	explain your reasoning	解释理由	Phrase: explain your reasoning	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	science	explain your reasoning -18	解释理由	Phrase: explain your reasoning -18	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	science	explain your reasoning -19	解释理由	Phrase: explain your reasoning -19	{'en': 'Remember to explain your reasoning.', 'zh': '记得解释理由。'}
P2	science	fabric	布料	A science word: fabric.	{'en': "I can use 'fabric' in my answer.", 'zh': '我可以在答案里用“布料”。'}
P2	science	fair test	公平测试	A useful phrase: fair test.	{'en': 'Question: fair test?', 'zh': '问题：公平测试？'}
P2	science	fish and reptiles	鱼类和爬行动物	A useful phrase: fish and reptiles.	{'en': 'Question: fish and reptiles?', 'zh': '问题：鱼类和爬行动物？'}
P2	science	flexible	柔韧的	A science word: flexible.	{'en': "I can use 'flexible' in my answer.", 'zh': '我可以在答案里用“柔韧的”。'}
P2	science	flexible or rigid	柔软或坚硬	A useful phrase: flexible or rigid.	{'en': 'Question: flexible or rigid?', 'zh': '问题：柔软或坚硬？'}
P2	science	float	漂浮	A science word: float.	{'en': "I can use 'float' in my answer.", 'zh': '我可以在答案里用“漂浮”。'}
P2	science	float on water	浮在水上	Phrase: float on water	{'en': "Use the phrase 'float on water' in a sentence.", 'zh': '在句子里用“浮在水上”。'}
P2	science	float or sink	浮或沉	A useful phrase: float or sink.	{'en': 'Question: float or sink?', 'zh': '问题：浮或沉？'}
P2	science	food	食物	A science word: food.	{'en': "I can use 'food' in my answer.", 'zh': '我可以在答案里用“食物”。'}
P2	science	food chain	食物链	A useful phrase: food chain.	{'en': 'Question: food chain?', 'zh': '问题：食物链？'}
P2	science	force	（可查词典）	A science word: force.	{'en': "I can use 'force' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	friction	（可查词典）	A science word: friction.	{'en': "I can use 'friction' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	fungus	真菌	A science word: fungus.	{'en': "I can use 'fungus' in my answer.", 'zh': '我可以在答案里用“真菌”。'}
P2	science	give birth	生孩子	Phrase: give birth	{'en': "Use the phrase 'give birth' in a sentence.", 'zh': '在句子里用“生孩子”。'}
P2	science	glass	玻璃	A science word: glass.	{'en': "I can use 'glass' in my answer.", 'zh': '我可以在答案里用“玻璃”。'}
P2	science	group	分组	A science word: group.	{'en': "I can use 'group' in my answer.", 'zh': '我可以在答案里用“分组”。'}
P2	science	grow	生长	A science word: grow.	{'en': "I can use 'grow' in my answer.", 'zh': '我可以在答案里用“生长”。'}
P2	science	grow and change	生长和变化	A useful phrase: grow and change.	{'en': 'Question: grow and change?', 'zh': '问题：生长和变化？'}
P2	science	habitat	栖息地	A science word: habitat.	{'en': "I can use 'habitat' in my answer.", 'zh': '我可以在答案里用“栖息地”。'}
P2	science	hard	硬的	A science word: hard.	{'en': "I can use 'hard' in my answer.", 'zh': '我可以在答案里用“硬的”。'}
P2	science	hatch from eggs	从卵孵化	A useful phrase: hatch from eggs.	{'en': 'Question: hatch from eggs?', 'zh': '问题：从卵孵化？'}
P2	science	heat	（可查词典）	A science word: heat.	{'en': "I can use 'heat' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	how it is used	如何使用	A useful phrase: how it is used.	{'en': 'Question: how it is used?', 'zh': '问题：如何使用？'}
P2	science	insect life cycle	昆虫生命周期	A useful phrase: insect life cycle.	{'en': 'Question: insect life cycle?', 'zh': '问题：昆虫生命周期？'}
P2	science	label the parts	标注部分	A useful phrase: label the parts.	{'en': 'Question: label the parts?', 'zh': '问题：标注部分？'}
P2	science	larva	幼虫	A science word: larva.	{'en': "I can use 'larva' in my answer.", 'zh': '我可以在答案里用“幼虫”。'}
P2	science	larva and pupa	幼虫和蛹	A useful phrase: larva and pupa.	{'en': 'Question: larva and pupa?', 'zh': '问题：幼虫和蛹？'}
P2	science	life cycle	生命周期	A science word: life cycle.	{'en': "We use the phrase 'life cycle' in a question.", 'zh': '我们在问题里会用到短语“生命周期”。'}
P2	science	life-cycle	（可查词典）	A science word: life-cycle.	{'en': "I can use 'life-cycle' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	light	（可查词典）	A science word: light.	{'en': "I can use 'light' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	living	有生命的	A science word: living.	{'en': "I can use 'living' in my answer.", 'zh': '我可以在答案里用“有生命的”。'}
P2	science	living things	生物	A useful phrase: living things.	{'en': 'Question: living things?', 'zh': '问题：生物？'}
P2	science	made of	由…制成	A useful phrase: made of.	{'en': 'Question: made of?', 'zh': '问题：由…制成？'}
P2	science	made of material	由材料制成	Phrase: made of material	{'en': "Use the phrase 'made of material' in a sentence.", 'zh': '在句子里用“由材料制成”。'}
P2	science	magnet	（可查词典）	A science word: magnet.	{'en': "I can use 'magnet' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	magnetic	有磁性	A useful phrase: magnetic.	{'en': 'Question: magnetic?', 'zh': '问题：有磁性？'}
P2	science	make a prediction	做预测	A useful phrase: make a prediction.	{'en': 'Question: make a prediction?', 'zh': '问题：做预测？'}
P2	science	mammals and birds	哺乳动物和鸟类	A useful phrase: mammals and birds.	{'en': 'Question: mammals and birds?', 'zh': '问题：哺乳动物和鸟类？'}
P2	science	material	材料	A science word: material.	{'en': "I can use 'material' in my answer.", 'zh': '我可以在答案里用“材料”。'}
P2	science	materials around us	身边的材料	A useful phrase: materials around us.	{'en': 'Question: materials around us?', 'zh': '问题：身边的材料？'}
P2	science	measure	测量	A science word: measure.	{'en': "I can use 'measure' in my answer.", 'zh': '我可以在答案里用“测量”。'}
P2	science	metal	金属	A science word: metal.	{'en': "I can use 'metal' in my answer.", 'zh': '我可以在答案里用“金属”。'}
P2	science	motion	（可查词典）	A science word: motion.	{'en': "I can use 'motion' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	need	需要	A science word: need.	{'en': "I can use 'need' in my answer.", 'zh': '我可以在答案里用“需要”。'}
P2	science	needs air	需要空气	Phrase: needs air	{'en': "Use the phrase 'needs air' in a sentence.", 'zh': '在句子里用“需要空气”。'}
P2	science	needs air and water	需要空气和水	A useful phrase: needs air and water.	{'en': 'Question: needs air and water?', 'zh': '问题：需要空气和水？'}
P2	science	needs water	需要水	Phrase: needs water	{'en': "Use the phrase 'needs water' in a sentence.", 'zh': '在句子里用“需要水”。'}
P2	science	non-living	无生命的	A science word: non-living.	{'en': "I can use 'non-living' in my answer.", 'zh': '我可以在答案里用“无生命的”。'}
P2	science	non-living things	非生物	A useful phrase: non-living things.	{'en': 'Question: non-living things?', 'zh': '问题：非生物？'}
P2	science	observe	观察	A science word: observe.	{'en': "I can use 'observe' in my answer.", 'zh': '我可以在答案里用“观察”。'}
P2	science	observe and record	观察并记录	A useful phrase: observe and record.	{'en': 'Question: observe and record?', 'zh': '问题：观察并记录？'}
P2	science	opaque	不透明的	A science word: opaque.	{'en': "I can use 'opaque' in my answer.", 'zh': '我可以在答案里用“不透明的”。'}
P2	science	paper	纸	A science word: paper.	{'en': "I can use 'paper' in my answer.", 'zh': '我可以在答案里用“纸”。'}
P2	science	physical properties	物理性质	A useful phrase: physical properties.	{'en': 'Question: physical properties?', 'zh': '问题：物理性质？'}
P2	science	plant	植物	A science word: plant.	{'en': "I can use 'plant' in my answer.", 'zh': '我可以在答案里用“植物”。'}
P2	science	plastic	塑料	A science word: plastic.	{'en': "I can use 'plastic' in my answer.", 'zh': '我可以在答案里用“塑料”。'}
P2	science	property	性质	A science word: property.	{'en': "I can use 'property' in my answer.", 'zh': '我可以在答案里用“性质”。'}
P2	science	pull	（可查词典）	A science word: pull.	{'en': "I can use 'pull' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	pupa	蛹	A science word: pupa.	{'en': "I can use 'pupa' in my answer.", 'zh': '我可以在答案里用“蛹”。'}
P2	science	push	（可查词典）	A science word: push.	{'en': "I can use 'push' in my answer.", 'zh': '我可以在答案里用“（可查词典）”。'}
P2	science	read the question	读题	Phrase: read the question	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -14	读题	Phrase: read the question -14	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -2	读题	Phrase: read the question -2	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -22	读题	Phrase: read the question -22	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -29	读题	Phrase: read the question -29	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -30	读题	Phrase: read the question -30	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
P2	science	read the question -33	读题	Phrase: read the question -33	{'en': 'Remember to read the question.', 'zh': '记得读题。'}
